state,zipcode,number_of_returns,adjusted_gross_income_agi,avg_agi,number_of_returns_with_total_income,total_income_amount,avg_total_income,number_of_returns_with_taxable_income,taxable_income_amount,avg_taxable_income
NY,11553,14050,569501,40.533879,14050,573493,40.81800712,10220,313544,30.67945205
NY,11554,19530,1452791,74.38766001,19530,1472075,75.375064,16070,986467,61.38562539
NY,11557,4040,705826,174.7094059,4040,721773,178.6566832,3320,537720,161.9638554
NY,11558,3980,276854,69.56130653,3980,280501,70.47763819,3160,184734,58.46012658
NY,11559,3780,1184601,313.3865079,3780,1203225,318.3134921,2970,895908,301.6525253
NY,11560,3400,1003623,295.1832353,3400,1016393,298.9391176,2750,797760,290.0945455
NY,11561,18770,1652240,88.02557272,18770,1677685,89.38119339,15260,1197311,78.46074705
NY,11563,11420,904856,79.23432574,11420,915453,80.16225919,9330,625013,66.98960343
NY,11565,4730,443493,93.76173362,4730,449726,95.0794926,4000,313235,78.30875
NY,11566,18060,1995196,110.475969,18060,2032823,112.5594131,15260,1448658,94.93171691
NY,11568,1700,904579,532.1052941,1700,918575,540.3382353,1470,732147,498.0591837
NY,11570,14130,1892114,133.9075725,14130,1924947,136.2312102,11700,1432748,122.457094
NY,11572,15680,1342180,85.59821429,15680,1363411,86.95223214,12850,929785,72.35680934
NY,11575,8820,328132,37.2031746,8820,330339,37.45340136,6060,173195,28.580033
NY,11576,6250,1572886,251.66176,6250,1612190,257.9504,5380,1256575,233.5641264
NY,11577,5860,1005118,171.521843,5860,1028063,175.437372,4870,783480,160.8788501
NY,11579,2600,341034,131.1669231,2600,347794,133.7669231,2170,258925,119.3202765
NY,11580,21210,1307837,61.66133899,21210,1319906,62.23036304,16880,825285,48.89129147
NY,11581,10670,861272,80.7190253,10670,873912,81.90365511,8680,586856,67.61013825
NY,11590,25050,1567949,62.59277445,25050,1586197,63.32123752,19090,1027872,53.84347826
NY,11596,5360,574519,107.1863806,5360,584153,108.9837687,4530,418114,92.29889625
NY,11598,5850,967432,165.3729915,5850,994216,169.951453,4850,723269,149.1276289
NY,11691,21710,811125,37.36181483,21710,821594,37.84403501,13720,428706,31.246793
NY,11692,8090,284299,35.14202719,8090,286523,35.41693449,5310,148587,27.98248588
NY,11693,5380,250944,46.64386617,5380,253044,47.03420074,3970,152294,38.36120907
NY,11694,8290,748839,90.33039807,8290,756415,91.24427021,6600,445402,67.48515152
NY,11697,1870,168179,89.93529412,1870,169732,90.7657754,1530,120050,78.46405229
NY,11701,14610,759400,51.97809719,14610,767786,52.55208761,10980,468922,42.70692168
NY,11702,7570,721375,95.29392338,7570,730735,96.53038309,6290,513202,81.59014308
NY,11703,9080,560982,61.78215859,9080,565830,62.3160793,7520,360569,47.94800532
NY,11704,20410,1163187,56.99103381,20410,1172612,57.45281725,16440,734830,44.69768856
NY,11705,3960,384585,97.11742424,3960,390950,98.72474747,3310,271593,82.05226586
NY,11706,31660,1661901,52.49213519,31660,1678272,53.00922299,24200,1017586,42.04900826
NY,11709,3460,323461,93.48583815,3460,329191,95.14190751,2860,230127,80.46398601
NY,11710,17760,1601988,90.20202703,17760,1626406,91.57691441,14730,1126864,76.50128988
NY,11713,5260,328344,62.42281369,5260,333366,63.37756654,4140,217433,52.52004831
NY,11714,12330,861567,69.8756691,12330,870021,70.56131387,10100,576946,57.12336634
NY,11715,2360,205075,86.89618644,2360,207632,87.97966102,1970,142813,72.49390863
NY,11716,5520,386752,70.06376812,5520,391442,70.9134058,4590,260984,56.85925926
NY,11717,31740,1084585,34.17091997,31740,1090746,34.36502836,22890,538582,23.52913936
NY,11718,1740,234947,135.0270115,1740,238620,137.137931,1460,174596,119.5863014
NY,11719,1610,137129,85.17329193,1610,139261,86.49751553,1350,95993,71.10592593
NY,11720,14420,972178,67.41872399,14420,981400,68.05825243,11850,637784,53.8214346
NY,11721,3230,451128,139.6681115,3230,460757,142.649226,2750,342958,124.712
NY,11722,18950,757855,39.99234828,18950,762130,40.21794195,13970,413888,29.62691482
NY,11724,1710,481045,281.3128655,1710,491298,287.3087719,1460,388325,265.9760274
NY,11725,14410,1414634,98.1702984,14410,1438338,99.81526718,11980,1002800,83.70617696
NY,11726,10790,480907,44.56969416,10790,484769,44.92761816,7890,281326,35.65602028
NY,11727,14320,866083,60.48065642,14320,873412,60.9924581,11880,562994,47.39006734
NY,11729,14550,852833,58.61395189,14550,860027,59.10838488,11660,538670,46.19811321
NY,11730,7270,644587,88.66396149,7270,652049,89.69037139,6070,452861,74.60642504
NY,11731,14910,1328820,89.12273642,14910,1347398,90.36874581,12380,933161,75.37649435
NY,11732,1840,246194,133.801087,1840,251181,136.511413,1560,186096,119.2923077
NY,11733,8610,1847757,214.6059233,8610,1868580,217.0243902,7310,1489506,203.7627907
NY,11735,17140,1300765,75.89060677,17140,1315893,76.77322054,14110,889246,63.02239546
NY,11738,8290,525650,63.40772014,8290,530129,63.94800965,6700,342575,51.13059701
NY,11740,4550,447731,98.40241758,4550,455125,100.0274725,3690,319063,86.46693767
NY,11741,14180,1028609,72.53942172,14180,1038622,73.24555712,11980,701058,58.51903172
NY,11742,6970,491669,70.54074605,6970,496522,71.23701578,5720,334325,58.44842657
NY,11743,21860,3227837,147.6595151,21860,3290563,150.528957,18170,2478055,136.3816731
NY,11746,33360,3077723,92.25788369,33360,3137308,94.0440048,26200,2193055,83.70438931
NY,11747,10530,2259270,214.5555556,10530,2291590,217.6248813,8930,1804861,202.1120941
NY,11749,1800,110188,61.21555556,1800,111595,61.99722222,1440,71748,49.825
NY,11751,7710,598056,77.5688716,7710,605155,78.48962387,6320,401476,63.52468354
NY,11752,5240,330538,63.07977099,5240,333584,63.6610687,4270,212872,49.8529274
NY,11753,6440,1333492,207.0639752,6440,1362641,211.5902174,5420,1059063,195.3990775
NY,11754,9420,789736,83.83609342,9420,798834,84.80191083,7850,553402,70.49707006
NY,11755,6110,501177,82.02569558,6110,506785,82.94353519,5080,348056,68.51496063
NY,11756,22880,1540228,67.31765734,22880,1552824,67.86818182,18950,1008874,53.23873351
NY,11757,23370,1349487,57.74441592,23370,1362020,58.28070175,18710,847682,45.30636024
NY,11758,28390,2500277,88.06893272,28390,2530596,89.13687918,23570,1742278,73.9193042
NY,11762,11590,1046771,90.31673857,11590,1057850,91.27264884,9820,733810,74.72606925
NY,11763,14530,864405,59.49105299,14530,871820,60.00137646,11770,554230,47.08836024
NY,11764,6290,626627,99.6227345,6290,635238,100.9917329,5280,442267,83.76268939
NY,11765,330,164383,498.130303,330,166345,504.0757576,280,128347,458.3821429
NY,11766,6170,663114,107.473906,6170,672732,109.0327391,5100,479423,94.0045098
NY,11767,7150,648466,90.69454545,7150,656861,91.86867133,6030,453011,75.12620232
NY,11768,10870,1449565,133.3546458,10870,1479367,136.0963201,9170,1091551,119.0350055
NY,11769,5000,411327,82.2654,5000,416774,83.3548,4170,284681,68.26882494
NY,11771,5150,1193790,231.8038835,5150,1215570,236.0330097,4230,928444,219.4903073
NY,11772,22370,1261967,56.41336612,22370,1275370,57.01251676,17750,807818,45.51087324
NY,11776,11910,780579,65.53979849,11910,788195,66.17926113,9650,510965,52.94974093
NY,11777,4590,644790,140.4771242,4590,654518,142.5965142,3880,504319,129.9791237
NY,11778,6080,420849,69.21858553,6080,424950,69.89309211,5000,278602,55.7204
NY,11779,19170,1209888,63.11361502,19170,1220032,63.64277517,15840,787912,49.74191919
NY,11780,7640,1354738,177.3217277,7640,1374623,179.9244764,6350,1068459,168.2612598
NY,11782,7990,719107,90.0008761,7990,727810,91.09011264,6660,506918,76.11381381
NY,11783,10930,954261,87.30658737,10930,965422,88.32772187,9140,661305,72.35284464
NY,11784,12050,694612,57.64414938,12050,700081,58.0980083,9820,435491,44.34735234
NY,11786,3120,299758,96.07628205,3120,303783,97.36634615,2580,209219,81.09263566
NY,11787,17060,1751479,102.6658265,17060,1775279,104.0609027,14240,1261815,88.61060393
NY,11788,8480,788395,92.97110849,8480,798077,94.11285377,7100,568570,80.08028169
NY,11789,3720,240539,64.66102151,3720,242910,65.2983871,3110,157385,50.60610932
NY,11790,6710,719391,107.2117735,6710,728850,108.6214605,5580,522277,93.59802867
NY,11791,12090,2194523,181.51555,12090,2239814,185.2617039,10160,1685651,165.9105315
NY,11792,4230,387695,91.6536643,4230,393541,93.0356974,3570,270752,75.84089636
NY,11793,16580,1496051,90.23226779,16580,1513922,91.31013269,13950,1043521,74.80437276
NY,11795,13000,1130836,86.98738462,13000,1146899,88.223,10780,778289,72.19749536
NY,11796,1860,142584,76.65806452,1860,144140,77.49462366,1580,96482,61.06455696
NY,11797,4600,1026690,223.1934783,4600,1052539,228.8128261,3880,818393,210.9260309
NY,11798,8150,326135,40.01656442,8150,328885,40.35398773,5700,175258,30.74701754
NY,11801,21170,1347370,63.64525272,21170,1362208,64.34615021,17030,890283,52.27733412
NY,11803,14190,1630582,114.9106413,14190,1662920,117.1895701,11950,1183417,99.0307113
NY,11804,2520,280211,111.1948413,2520,285155,113.156746,2130,202564,95.10046948
NY,11901,12510,628869,50.26930456,12510,636750,50.89928058,9290,397305,42.76695371
NY,11933,3450,233953,67.81246377,3450,237103,68.72550725,2690,158266,58.83494424
NY,11934,3840,302216,78.70208333,3840,306140,79.72395833,3160,202147,63.97056962
NY,11935,1850,175393,94.80702703,1850,178920,96.71351351,1500,123528,82.352
NY,11937,9010,948592,105.282131,9010,972772,107.9658158,6860,670930,97.803207
NY,11939,510,47338,92.81960784,510,48211,94.53137255,410,34800,84.87804878
NY,11940,2750,249769,90.82509091,2750,253557,92.20254545,2240,171613,76.61294643
NY,11941,1310,103424,78.94961832,1310,105705,80.69083969,1040,71223,68.48365385
NY,11942,2650,212036,80.01358491,2650,216365,81.64716981,2120,148133,69.8740566
NY,11944,2300,141388,61.47304348,2300,143519,62.39956522,1680,92186,54.87261905
NY,11946,7390,453175,61.32273342,7390,462918,62.64113667,5610,300032,53.48163993
NY,11948,630,51340,81.49206349,630,52308,83.02857143,520,35476,68.22307692
NY,11949,6930,548277,79.11645022,6930,554717,80.04574315,5650,370621,65.59663717
NY,11950,7680,358437,46.67148438,7680,360973,47.00169271,5910,207529,35.11489002
NY,11951,6250,285220,45.6352,6250,287206,45.95296,4730,167582,35.42959831
NY,11952,2620,236034,90.08931298,2620,240497,91.79274809,2100,169098,80.52285714
NY,11953,6640,382264,57.56987952,6640,385491,58.05587349,5410,246127,45.4948244
NY,11954,2740,203671,74.33248175,2740,209739,76.54708029,2160,142884,66.15
NY,11955,1760,108814,61.82613636,1760,109882,62.43295455,1450,73968,51.01241379
NY,11957,460,56364,122.5304348,460,57717,125.4717391,370,42399,114.5918919
NY,11958,490,38439,78.44693878,490,46918,95.75102041,390,32586,83.55384615
NY,11961,6870,404518,58.88180495,6870,407834,59.36448326,5580,262490,47.04121864
NY,11963,4140,477523,115.3437198,4140,492081,118.8601449,3330,357717,107.4225225
NY,11967,12480,666082,53.37195513,12480,671457,53.80264423,9810,406130,41.39959225
NY,11968,5320,597606,112.3319549,5320,612296,115.0932331,4160,443924,106.7125
NY,11971,3100,276024,89.04,3100,281401,90.77451613,2510,194383,77.44342629
NY,11976,1170,278790,238.2820513,1170,286060,244.4957265,940,219918,233.9553191
NY,11977,1300,124283,95.60230769,1300,127701,98.23153846,1030,90474,87.83883495
NY,11978,1940,219350,113.0670103,1940,223459,115.1850515,1550,163879,105.7283871
NY,11980,2240,167003,74.55491071,2240,168777,75.346875,1890,115453,61.08624339
NY,12007,100,5509,55.09,100,5350,53.5,80,3641,45.5125
NY,12008,230,17202,74.79130435,230,17569,76.38695652,190,12117,63.77368421
NY,12009,3720,282092,75.8311828,3720,286177,76.92930108,3080,202519,65.75292208
NY,12010,13180,600793,45.58368741,13180,607684,46.10652504,9800,383913,39.17479592
NY,12015,1650,104970,63.61818182,1650,106227,64.38,1300,71760,55.2
NY,12017,170,13143,77.31176471,170,13365,78.61764706,140,8940,63.85714286
NY,12018,3860,265396,68.75544041,3860,269560,69.83419689,3240,184431,56.92314815
NY,12019,7690,622569,80.95825748,7690,630563,81.99778934,6580,449634,68.33343465
NY,12020,15890,1006616,63.34902454,15890,1019593,64.1657017,13100,697686,53.25847328
NY,12022,380,19138,50.36315789,380,19317,50.83421053,300,11994,39.98
NY,12023,1010,56000,55.44554455,1010,56641,56.08019802,850,36940,43.45882353
NY,12025,2700,145450,53.87037037,2700,147439,54.60703704,2190,96118,43.88949772
NY,12027,2020,165430,81.8960396,2020,167688,83.01386139,1720,119857,69.68430233
NY,12028,600,29666,49.44333333,600,30203,50.33833333,470,18484,39.32765957
NY,12029,510,37917,74.34705882,510,38883,76.24117647,410,26167,63.82195122
NY,12031,110,4096,37.23636364,110,4126,37.50909091,80,2088,26.1
NY,12032,480,26005,54.17708333,480,24964,52.00833333,370,16650,45.0
NY,12033,4090,268607,65.67408313,4090,272269,66.56943765,3350,187621,56.00626866
NY,12035,410,18070,44.07317073,410,18219,44.43658537,310,11398,36.76774194
NY,12037,1730,94941,54.87919075,1730,96985,56.06069364,1340,62819,46.87985075
NY,12041,290,15205,52.43103448,290,15335,52.87931034,230,10068,43.77391304
NY,12042,220,11322,51.46363636,220,11445,52.02272727,190,7094,37.33684211
NY,12043,3080,157310,51.07467532,3080,159434,51.76428571,2400,102382,42.65916667
NY,12046,320,20550,64.21875,320,20758,64.86875,280,14263,50.93928571
NY,12047,9980,521406,52.24509018,9980,526941,52.7996994,8080,352879,43.67314356
NY,12051,1780,95477,53.63876404,1780,96679,54.31404494,1420,64463,45.39647887
NY,12052,720,40737,56.57916667,720,41170,57.18055556,610,26982,44.23278689
NY,12053,2130,138655,65.09624413,2130,140233,65.8370892,1790,95326,53.2547486
NY,12054,8840,806161,91.19468326,8840,822948,93.09366516,7590,597798,78.76126482
NY,12056,1180,83365,70.64830508,1180,84411,71.53474576,1000,59297,59.297
NY,12057,760,33060,43.5,760,33607,44.21973684,580,19700,33.96551724
NY,12058,650,32553,50.08153846,650,32842,50.52615385,520,21093,40.56346154
NY,12059,830,49290,59.38554217,830,49712,59.8939759,690,33803,48.98985507
NY,12060,680,47330,69.60294118,680,48305,71.03676471,560,31830,56.83928571
NY,12061,4920,379770,77.18902439,4920,385759,78.40630081,4210,274553,65.21448931
NY,12062,840,45885,54.625,840,46517,55.37738095,690,30587,44.32898551
NY,12063,290,19971,68.86551724,290,20475,70.60344828,240,14077,58.65416667
NY,12064,220,7814,35.51818182,220,7900,35.90909091,160,4367,27.29375
NY,12065,22140,1711930,77.3229449,22140,1736705,78.44196025,18930,1239985,65.50369783
NY,12066,980,54534,55.64693878,980,55035,56.15816327,830,36071,43.45903614
NY,12067,780,50324,64.51794872,780,50987,65.36794872,670,35154,52.46865672
NY,12068,1380,64130,46.47101449,1380,64879,47.01376812,1120,40364,36.03928571
NY,12070,640,39666,61.978125,640,40159,62.7484375,510,27070,53.07843137
NY,12071,120,5398,44.98333333,120,5442,45.35,100,3238,32.38
NY,12072,1180,58641,49.69576271,1180,59093,50.07881356,960,37107,38.653125
NY,12074,1490,89125,59.81543624,1490,90590,60.79865772,1260,60632,48.12063492
NY,12075,1480,98638,66.6472973,1480,100688,68.03243243,1190,68156,57.27394958
NY,12076,560,26352,47.05714286,560,26768,47.8,450,16665,37.03333333
NY,12077,3220,275415,85.5326087,3220,280023,86.9636646,2700,201955,74.79814815
NY,12078,9950,404881,40.69155779,9950,409617,41.16753769,7220,246123,34.08905817
NY,12083,1870,99638,53.28235294,1870,100781,53.89358289,1470,65653,44.66190476
NY,12084,2300,172445,74.97608696,2300,175111,76.13521739,2000,126893,63.4465
NY,12085,220,9338,42.44545455,220,9391,42.68636364,200,5862,29.31
NY,12086,960,51131,53.26145833,960,51881,54.04270833,810,34497,42.58888889
NY,12087,590,32563,55.19152542,590,32936,55.82372881,470,21764,46.30638298
NY,12090,2640,127997,48.48371212,2640,129571,49.07992424,2040,81316,39.86078431
NY,12092,520,25773,49.56346154,520,26090,50.17307692,410,16856,41.11219512
NY,12093,700,31632,45.18857143,700,32030,45.75714286,520,19588,37.66923077
NY,12094,1080,58072,53.77037037,1080,58664,54.31851852,880,38068,43.25909091
NY,12095,5600,251635,44.93482143,5600,253950,45.34821429,4410,159190,36.09750567
NY,12106,1350,91999,68.14740741,1350,93512,69.26814815,1100,63281,57.52818182
NY,12108,230,12444,54.10434783,230,12599,54.77826087,180,8045,44.69444444
NY,12110,10250,698459,68.14234146,10250,709611,69.23034146,8580,497474,57.98065268
NY,12116,800,35646,44.5575,800,36109,45.13625,620,22334,36.02258065
NY,12117,1540,72132,46.83896104,1540,72797,47.27077922,1210,45940,37.96694215
NY,12118,7520,469688,62.45851064,7520,474965,63.16023936,6190,323444,52.25266559
NY,12120,270,14577,53.98888889,270,14791,54.78148148,210,9337,44.46190476
NY,12121,930,59819,64.32150538,930,60614,65.17634409,790,40791,51.63417722
NY,12122,1860,85157,45.78333333,1860,86158,46.32150538,1460,53055,36.3390411
NY,12123,2570,152577,59.36848249,2570,154575,60.1459144,2160,104037,48.16527778
NY,12125,740,40269,54.41756757,740,40872,55.23243243,590,27020,45.79661017
NY,12130,550,26897,48.90363636,550,27202,49.45818182,450,17640,39.2
NY,12131,100,4559,45.59,100,4609,46.09,70,2795,39.92857143
NY,12134,1710,84268,49.27953216,1710,85366,49.92163743,1340,53627,40.02014925
NY,12136,430,43416,100.9674419,430,44636,103.8046512,350,31343,89.55142857
NY,12137,860,50242,58.42093023,860,50748,59.00930233,720,34559,47.99861111
NY,12138,1330,70074,52.68721805,1330,70939,53.33759398,1070,45806,42.80934579
NY,12139,140,6880,49.14285714,140,6995,49.96428571,100,4600,46.0
NY,12140,910,57983,63.71758242,910,58554,64.34505495,770,39760,51.63636364
NY,12143,2460,127744,51.92845528,2460,128726,52.32764228,2020,84076,41.62178218
NY,12144,10460,574755,54.94789675,10460,580988,55.54378585,8710,389722,44.74420207
NY,12147,290,18979,65.44482759,290,19190,66.17241379,240,12896,53.73333333
NY,12148,2410,244082,101.2788382,2410,247803,102.8228216,2040,177853,87.18284314
NY,12149,990,44084,44.52929293,990,44456,44.90505051,770,26963,35.01688312
NY,12150,470,24691,52.53404255,470,24905,52.9893617,390,16103,41.28974359
NY,12151,440,28230,64.15909091,440,28639,65.08863636,360,20211,56.14166667
NY,12153,490,28187,57.5244898,490,28793,58.76122449,400,18787,46.9675
NY,12154,1450,87011,60.00758621,1450,88161,60.80068966,1220,58848,48.23606557
NY,12155,760,31490,41.43421053,760,32046,42.16578947,570,18930,33.21052632
NY,12156,430,26462,61.53953488,430,26946,62.66511628,370,17875,48.31081081
NY,12157,1800,95008,52.78222222,1800,96054,53.36333333,1440,62088,43.11666667
NY,12158,3130,205371,65.61373802,3130,207651,66.34217252,2620,142059,54.22099237
NY,12159,4360,534191,122.5208716,4360,545905,125.2075688,3720,411989,110.7497312
NY,12160,440,21198,48.17727273,440,21418,48.67727273,330,13707,41.53636364
NY,12164,270,13070,48.40740741,270,13454,49.82962963,200,8000,40.0
NY,12165,210,21830,103.952381,210,22492,107.1047619,180,15836,87.97777778
NY,12166,660,28271,42.83484848,660,28573,43.29242424,510,16976,33.28627451
